filename,sha256,md5
dagongren/CNET/Audio/7amp-flyingecho-1.exe,f80dd073471753fff9c3c6137996414539513d18d1522c5eef15f53b9fa63c47,743cec51a66a2a79bad406dcc3341165
dagongren/CNET/Business/321softFlashMemoryRecovery.exe,267208403f772437ef613ba159f68cc698aefc046b77a374414dce38ca714074,f2488af13ae25234fe4b4c9282aa685a
dagongren/exe/dbac3ad916e3076d5b643ea3a1aa07b2d952351f4950084b234e7175be56e88a,dbac3ad916e3076d5b643ea3a1aa07b2d952351f4950084b234e7175be56e88a,cb195498762e1a6186489fab5ffe6e4a
dagongren/CNET/Utilities/metamorphose2_0.8.2_setup.exe,905f23d636d1ad86fa0e5f527ffe9a6aceb822185d9806c6f7ae94513ea61833,52c6d2c56c82f497108b55c804455bc6
dagongren/Benign-NET-main/cnetnet/CNET_231337.exe,57306bff0ebbca7c628db8e5d77f39b957615d5694f4319f843f5bf4001f0690,ac825e83ddf3c9364c8bbc243e2c1298
dagongren/exe/92c4b830590d936607195730e82ff5f9adfd6ffab8647ff452b6ef0225a3acd8,92c4b830590d936607195730e82ff5f9adfd6ffab8647ff452b6ef0225a3acd8,7e6a32a5486a35447445fdcbfd3c5534
dagongren/Benign-NET-main/cnetnet/CNET_221792.exe,ff52d5f172c103cde6e3de461258d4a6fa4c57a16e5b134213f2fc7aa6a89093,aef87bade98475cdb713c2ca9a8e3695
dagongren/CNET/Audio/setupsolaudiorecorder.exe,73d4cc6c32216b5dadf79ae475cd83f03472a01a83fb2b3a5f88da8af4f2e7c9,b958df7c57732da576877b9e2f609583
dagongren/Benign-NET-main/cnetnet/CNET_14950.exe,6f50e50f577585c82268cf53abb90ff8724fda45c2127111528830a13acee267,9d117c545d05f71a02c9f78e6c454f9a
dagongren/CNET/Audio/samdj-fb.exe,fa92ee9f25abbcc1b32d7567f8d68c34ce676fc853bca35a310d329107024535,6b26fc533b9b2773c7e1c575f2cef069
dagongren/exe/968fc4bb5759142ea51df0bf40505a86fca5e35576c587880fbf328f6be4bb97,968fc4bb5759142ea51df0bf40505a86fca5e35576c587880fbf328f6be4bb97,e780dafc6436fd8442be24daccfd9e17
dagongren/CNET/Utilities/ActiveDataStudioSetup.exe,b8275c3bec76dd4e48b8ac042ad0086a700a0730424068f17bdc011ac9bbf618,9bb977215e6dc348f80486f08abfb565
dagongren/Benign-NET-main/sourceforgeexe/Sourceforge_2696.exe,4985f93815915a1ab6c58fdd974bd01b2e9ed566636ef78c5f50b0779afa0320,8789b313e0bffafa575ea9d2454e87ea
dagongren/DikeDataset-main/files/benign/21e796161a49b6dcdabb5e86906d69eb34f61bcb43e9722e815b3c491be43840.exe,21e796161a49b6dcdabb5e86906d69eb34f61bcb43e9722e815b3c491be43840,c6dd70ea92f1891724f9e30845304ad0
dagongren/DikeDataset-main/files/benign/0222aaf048e5bc28f88d03862f133bc444d358f06201e00dcc93422c81e5bcca.exe,0222aaf048e5bc28f88d03862f133bc444d358f06201e00dcc93422c81e5bcca,e5cc693b859c1e6dd48e93bf9411d940
dagongren/Benign-NET-main/sourceforgeexe/Sourceforge_5057.exe,9422573f2b752880930759d147a26cea8d90ad8bfd66debd92a34e5b1d90c565,d8c562cc44daae9a0933fa14247734b2
dagongren/Benign-NET-main/sourceforgeexe/Sourceforge_4333.exe,676bd86a2545ce893766d0dde88abd2b5c88340f0dd863d2835259f93f987e10,565359a0f679eb4183679215721b640a
dagongren/exe/525dcd045e63fadddbd7556d9126ccf535d35c1e64f08fc0d0f3144dc1008435,525dcd045e63fadddbd7556d9126ccf535d35c1e64f08fc0d0f3144dc1008435,5ef4cfe65943ba3773b1f87f6dbe49a2
dagongren/CNET/Audio/Zuma_Pro_v4.0.exe,47d8aed6a727a52b967f038e2c7234782e6f7ddbbaf2de1c2cbc8cb03fb995d4,17234c3ffa262ef33ba152c6c2edf297
dagongren/CNET/Business/Encrypt-Decrypt-PDF.exe,9b556b1f7fe02a6c96167449a4dae2ae7c552ed6cd3eb8f965de7358e0caaa24,2b81025a6f94d9fa0c7793c7aef95fd5
dagongren/Benign-NET-main/sourceforgeexe/Sourceforge_1881.exe,d175461f9c0c8c2826fa95480c5def892bd126d14d1bfe805750a490db71ccc0,44c5e9332b7b80c499eac614054f1f4f
dagongren/CNET/Audio/kko1l1en.exe,029165553e2066e43b0496c205e6a77ebc2fa387ca9826bc53a3f7822f832244,d93baa0426bde31e80b370353471ed59
dagongren/Benign-NET-main/sourceforgeexe/Sourceforge_2930.exe,7d51ef8d0cbbdc51d84e6e9b7d602748b7836e1b471dea98f2dbd91ff10c2e02,089b78e95da5c4ddcd2459ed416c2e6c
dagongren/exe/964a318663a3930619048344af87ee29ee81e8292e60e310a951c39b180747e9,964a318663a3930619048344af87ee29ee81e8292e60e310a951c39b180747e9,4cc0946453fadb56dbf997f11449bb26
dagongren/CNET/Games/BreakQuest_demo.exe,d21a9eb027c0650d7c787aaf5664a24c95572a9051714f594be6f26290a8ca88,c89f105c66e2380e8be6e6449210daa4
dagongren/CNET/Drivers/dbxsda.exe,5de8f6284184ec6f6b7e5bdb1688a8521222664329b2cc1fd67ef942c360a65e,cd094b0d2348a0defc320ec8d26178bb
dagongren/CNET/Unknown/MkvDVDSetup.exe,8191fbc1b1f62d67ea61a6b6a8c77fe82ca79b564343c706b1ea7e4905a0f669,b91740be5eaf5c493d3b178a8865e7cb
dagongren/Benign-NET-main/cnetnet/CNET_239619.exe,16994957696721b224681e06f32609ab7c420da23b75829c0eecff984a941b28,eac6e98872921ac26f51822de7217d31
dagongren/CNET/Utilities/setup (10).exe,dea393cea9eb4bc566906002ed8f9a671cdd8d0bb4789c6321842bd9c5b0eb02,af03712f3ed84f652be85edc140b201c
dagongren/CNET/Design/ViaDesigner_Installer_2012.2.1.exe,f3074b1db12b7b8975c910c3ba0f06a03106ae9c46049430b993ce112c7494ef,6cb2d7f3a207f7b6a3cdf565ee1282cd
dagongren/CNET/Business/ResizePhotoPro.exe,fafac37a7544355b59c6c8513a7467e1708101db06c4032017fee41c2c8128de,eee8c6401fa8805cc37444bf7f051385
dagongren/Benign-NET-main/cnetnet/CNET_222139.exe,cac6a017651eab852fbb4c9b4ab60b08706b3425c2f82e2186745bc8923eb679,a5b673a3ca37f205f4aefb96be56d219
dagongren/CNET/Developers/PersonalOfficeMailerFree.exe,5fe04d5b60ebff9bf449d6a6e13fce77b431689c4d9869c69e6ce7b2e1b7d6a9,1c98e1f597640461c53ec488b930a8b7
dagongren/CNET/Customization/CustomerRegister-2-Installer-Windows.exe,70660342840d51092dd5e752f4010140d61957d43d26566db6961c5cae96e3b2,228f1e7830f10aa578cc5727725e6394
dagongren/CNET/Developers/ts846demosetup.exe,a2e3b3b583e2689ab8b5bb4274eed76f7da72e8e422a6cd08cfe928dd2977eb6,0de116645fb0c0d5225032f18f3147ea
dagongren/exe/2d1127c762f8c8def9b54800ce430098be27d7abce26f5e58d25a33687ec6a99,2d1127c762f8c8def9b54800ce430098be27d7abce26f5e58d25a33687ec6a99,cbeb50a84c6521a33019faed29d137d5
dagongren/Benign-NET-main/cnetnet/CNET_201566.exe,d9e9b8594aa26c51c0338d6c01c9a81ba688cd18912db5b278ee18f965bf9b1f,b7bbabc9188fc476e2525c672a174075
dagongren/Benign-NET-main/sourceforgeexe/Sourceforge_3669.exe,9c56fc2a2e658733bb3a62017d864797d158c8e54499dc9a76e2be999cfec4ba,5b5eb7d02d1da4f6cfd4ae5eca6cb4be
dagongren/CNET/Business/ukeysoft-fonefix.exe,d97a2e7f7443ff5c40dae96c9e5c792dacb76ae0da40cd0766538893d5be870b,bce0a93b769c3214d48b548a9ebcba1d
dagongren/exe/14243475b6a8ac7134993c726e30ae5476def6996cacc1ec92f96e3f2d53789f,14243475b6a8ac7134993c726e30ae5476def6996cacc1ec92f96e3f2d53789f,72aef52ac97ec1322e08b29957c4e1b6
dagongren/CNET/Design/SetupWingHelper_1.2.3.exe,1ed800ced51f8a6bd838d620b29fc4dc3b2d51c536cc34872310f40e5ee84be8,3722c56218706c093388363be12f9464
dagongren/CNET/Desktop/daystoenjoy-screensaver.exe,ae40fbdba81fd6338a74c45267b9f504b2e5fcb9fd084df43e028c0fb37bde06,fe6fe6ea8517ee9371045381cba0cac6
dagongren/Benign-NET-main/sourceforgeexe/Sourceforge_2684.exe,246c6196f837bad86396009b942e0f496946242c44152e66bd45cd8ba0fd0833,0081e175d5f72e1b0bb8f77762f62ea1
dagongren/CNET/Games/ivaminesetup.exe,29905b0f74b81a62beabdaa287b11678594a1b0526bb9843c423ac467feed88a,3af6246279e607483a81cd28dc990034
dagongren/Benign-NET-main/sourceforgeexe/Sourceforge_4790.exe,d31f107d00b39800373f0406e0ac3bf9dc336c2ac9d0f67069bfa872930f413e,de89b758cf4ea80dda984f6003122796
dagongren/CNET/Utilities/EmoSetup.exe,a31ae0ceb8dd2dc88a776bce1126b72c2a2e3070a00e72f185b41d85b6a70303,7bc296307831728f4f41a26870f647c0
dagongren/Benign-NET-main/sourceforgeexe/Sourceforge_7136.exe,3918b11ac466ce567a94492150ad1458e0bc1cb45ddf707f5e2fd2a739d6b62c,65b3f431f90f350e9e616567f706ce9a
dagongren/CNET/Desktop/fireplace.exe,8dfcc14a575d219b4ddee32d14dcacc26bc54a29b10e8d0d987741a7dae52863,89602cc99f1a80c34c01da0b2b33e2b7
dagongren/Benign-NET-main/cnetnet/CNET_214989.exe,6f5084f38dafbb4ecb7566334e9088ea497ed46e9a9e5d332e363d2a3ce63831,04798ce39d2633036466bd236bf021bd
dagongren/Benign-NET-main/cnetnet/CNET_21973.exe,a8f4cb2c64bf43e42a1c7af081dd883596a577a06aa08242b5310dec344c0e8b,6d2462ed5c067bc1c851b4d9427b298b
dagongren/exe/cfd02807acd62ebf2361d2d5a2bca1aa186ce7a603df060933c5eae2574ddad6,cfd02807acd62ebf2361d2d5a2bca1aa186ce7a603df060933c5eae2574ddad6,e34ac939f18e19f6d8541ba8d135c964
dagongren/CNET/Audio/S5wua13i.exe,d13476a4fa92b5d33bb271366fdc2f06c6ddbbb9dbe53297bbdd272dee86f6f4,d4b474114f5aee543cf4b24432e6331b
dagongren/CNET/Unknown/PhotoCollageSetup.exe,0c41645521fd711356be2fde4a3b9d55d625fc75bd4b59f007f4ca71a1dbb48a,506ad70d7ed79961214cafcfcfd7519d
dagongren/exe/774b12b93e8b1b2e63aa1a86ecceeea4039be25d99b26417309439be793ed2fc,774b12b93e8b1b2e63aa1a86ecceeea4039be25d99b26417309439be793ed2fc,736854c0c0414dec313e350b7993d5d8
dagongren/Benign-NET-main/softonicnet/softonic66.exe,ef5e326ab942f8987c8704d7e8a56953578e9c20e2b954e7e2015b5c897bc4f0,5b4bad54c173c1b0ca01ea0d5e20382e
dagongren/CNET/Drivers/PE1600SC-BIOS-WIN-A02.exe,8a0af79da63927b31fb6aebda5bb9b41aaabf636d5910585b4d7c3316a0d957b,2b25c670237aad97e5f2a6d4c89db857
dagongren/exe/cd3902c25c65759e02a41ca3a0ca07120ed7c7ece1ca7db3490f89142e7b0605,cd3902c25c65759e02a41ca3a0ca07120ed7c7ece1ca7db3490f89142e7b0605,7687c41127841b0d144e49742f8f6f4a
dagongren/CNET/Business/ST4110P_Modem_v3.1.106.0_XPP.exe,736accd9ea36fd3dcf9bef93f53c96e3e0f5c34e3f166a672bbb1629265a720b,42b4507242a136103cadd29bba2c11a7
dagongren/CNET/Drivers/MF4690_UFRII_PCL_PrtDriver_Win_EN.exe.crdownload,b9e29e9a3272729f5569e68b8fe99a604d3d5018890e1fa0294d97a9aac121b8,3ec1a52b2ddfdcf60ae6a1bbd7f7153e
dagongren/CNET/Utilities/FreeWebSiteSubmitter.exe,089eec0666aa72fc91bc5e61b710f39e21df19d4b331024cf86b6ffb4ba70d7f,3b06271e1ceb42e8013540fc0904fdf8
dagongren/CNET/Utilities/cleanscar.exe,afb8f9c0694f77a20857bb60222e86118f3fd7b338e82eef6e04c495b115b638,7ff8076b3448e2cd4ce841bc82f281d5
dagongren/Benign-NET-main/cnetnet/CNET_258748.exe,ae6f2106a0675c12bd48120d5cdd75660aca32e22370cda200aa39ef669a0a32,ccbead82226cac7b6974fedaeeefb102
dagongren/Benign-NET-main/cnetnet/CNET_207517.exe,21658232e083d138343f6af7d7a0c306bb34cc86d90e45fc72ea5c12307e9d16,64a8d7b7a1dde75908bd857d51411d84
dagongren/CNET/Customization/Selection_3.exe,d4e013ee3ca25a80225115f809cb2c05751330a832b358b88dafb4189fed2c74,35c2aa50ce6588bb564da70b34aaf2e4
dagongren/Benign-NET-main/sourceforgeexe/Sourceforge_3997.exe,0fec5be66f023369c8f7c7c5bb746951a46769f91af737d9346eb102290f196c,1da90a4a610fe2c1d0d1d5fca2f52acd
dagongren/Benign-NET-main/sourceforgeexe/Sourceforge_4568.exe,21beafaa69b0ee20ddc1d671ef36d3f5ab2b5805fcfbf9cbb33e0578bc5ef196,4015ecb6a2cf2831d28fcd6787fa9954
dagongren/CNET/Drivers/R69905.EXE,46f37914b88fb6d3dffc142ec88d14c4d03c0bdce0c5ae959be02b3544cfaf38,602132a5d9b2e71fa9d46312ec5d4cfc
dagongren/exe/894851182f4b28e51d0c95406a7290ebded33ce6b8bb081ba4532f42d0abb2a8,894851182f4b28e51d0c95406a7290ebded33ce6b8bb081ba4532f42d0abb2a8,8d7ed9d103daa25fde6bb19de33f9fa9
dagongren/exe/43362581d6219e0e7b4b280a94fcc668f8f7e3b973f85ba184012495675d68de,43362581d6219e0e7b4b280a94fcc668f8f7e3b973f85ba184012495675d68de,a6d4388f552da2df32c2a7c6cddc1e5d
dagongren/CNET/Drivers/PE4350-BIOS-WIN-A06.exe,249072291fa52c0cdd45ad7a46e043b02e9b8981f23682a4dfdfdbc11d9ee41e,ea0aebad33c59bace9767e9a38f707a7
dagongren/CNET/Drivers/R130101.EXE,2f31f3a42a9fba010fb9cd5fa7f91f8d76c84b1e345fcec080018169b88da2e3,d190dd8707131478943807c9af837c03
dagongren/Benign-NET-main/netexe/858.exe,dc51d079864394f8dfefc63fcd3be4cc2c663ac16aa7bb95bdae3eae919af21e,889064a05573321fb1fd93e1e7fbaef8
dagongren/Benign-NET-main/sourceforgeexe/Sourceforge_3045.exe,95a12db335c8dddb7e87fc95dc48843b82fb201e46fceb4af5b29d708a09d7ce,94ce44cc43408fd266bd76a43e02e8d3
dagongren/Benign-NET-main/sourceforgeexe/Sourceforge_5633.exe,70c06152a01158f2ab2609eccaef4aba2fe91bda8a3c9a90573beb57d82691ef,7e33fdf142c2c6b4fe6492ccedec444b
dagongren/CNET/Utilities/oc1.2.exe,9230d37b7aeb501520276743595a4428c3ce3842e70bf250c79baf6d5307314a,50e356363ef8feeb4e56f15252993150
dagongren/Benign-NET-main/sourceforgeexe/Sourceforge_4452.exe,82dd55783dc3ac5c3b76de83e8a1b87825f867269c33ad8c04e88758b747b661,de679401e20102c70ce18a4f51c0fc1a
dagongren/CNET/Desktop/VS80sp1-KB932232-X86-ENU.exe,30aaa081428e423da4f746c98f1c6db950fa2aac5117f12ab98ef2af6f6a8b7e,0b8cafd755a9e66b30ccd28b65f2a694
dagongren/CNET/Games/Valentiner.exe,e01ac677ef52f7afdd9434349b26779c5b05660cf63b3b764d1068bcf2a4d103,6ea43d21af4ebe8e8dc0d26d7d7bfe89
dagongren/CNET/Developers/PrintersApprenticeSetup.exe,d97601a50f5da6e8557d9f84b7610fec97600b7116422bf394665add90bac885,89526f46f9a3024eecca2a8085ff2605
dagongren/Benign-NET-main/cnetnet/CNET_251709.exe,8f9191d250f12051e13acfdcc5288b39355716a2e9992576c2bf3aa550c75ace,643456d978d80e65a1c2ac253c56842a
dagongren/Benign-NET-main/sourceforgeexe/Sourceforge_6805.exe,80c343b5048983e57a900bf006fea43411ffc773a8a6056294109438b1f2f673,a9cbfd99df1759acdaa59bd82f3f02e6
dagongren/exe/9cfeac04cbcb8c39fcccdc1d658e7277ffca9dd88073e5c37d8e36d6d1bfb7a8,9cfeac04cbcb8c39fcccdc1d658e7277ffca9dd88073e5c37d8e36d6d1bfb7a8,a0c812ac0d616a0e63c9b657ae036ab7
dagongren/DikeDataset-main/files/benign/b25e024efdf7212c0d84a648531a2db5c6ef16b2b85e65750e4eb99eef250547.exe,b25e024efdf7212c0d84a648531a2db5c6ef16b2b85e65750e4eb99eef250547,4484c508ae5f385203b0b146bfff116e
